kilometraj_total,vechime_ani,coolant_temp_c,oil_temp_c,oil_pressure_bar,maf_gps,map_kpa,battery_v,vibratii_relanti,zile_de_la_ultima_revizie,delta_temp,pressure_low,pressure_very_low,service_overdue,coolant_overheat,oil_overheat,battery_low,vibratii_high,airflow_mismatch,pressure_margin,pressure_expected,pressure_residual,delta_days,delta_km,trend_temp,trend_pressure,trend_vibratii,trend_battery,anomaly_count,temp_stress,pressure_stress,health_index,defect
158880,12,83.22,87.3,3.198,7.19,25.0,13.8,2.29,288,4.08,0,0,1,0,0,0,0,0,1.998,2.994,0.204,75,2187,0.2104,-0.083,0.005,0.0424,1,0.0,0.0,0.0084,1
18056,3,83.99,84.63,3.942,12.84,38.84,14.31,1.04,185,0.63,0,0,1,0,0,0,0,0,2.742,3.283,0.659,60,3041,0.1693,0.228,0.0739,-0.0953,1,0.0,0.0,0.0507,0
220894,18,92.58,96.84,2.097,10.43,44.75,13.42,2.91,329,4.26,0,0,1,0,0,0,0,0,0.897,2.762,-0.666,46,2436,0.1128,0.3556,0.3125,0.0591,1,0.0,0.5548,0.1494,0
100054,8,93.76,88.15,3.188,10.93,44.11,14.01,2.24,220,-5.61,0,0,1,0,0,0,0,0,1.988,3.133,0.054,43,829,0.6788,0.0736,-0.0621,0.1385,1,0.0,0.0,0.0731,0
116083,7,87.35,91.32,3.282,11.95,44.32,14.31,2.3,27,3.98,0,0,0,0,0,0,0,0,2.082,3.091,0.191,47,500,-0.0316,0.285,-0.2076,-0.0531,0,0.0,0.0,0.0282,0
132753,12,89.12,93.2,3.076,9.58,34.91,13.68,2.17,279,4.08,0,0,1,0,0,0,0,0,1.876,2.916,0.161,106,4363,0.0354,0.1523,0.2173,0.1365,1,0.0,0.0,0.0484,0
142782,10,81.58,84.07,3.123,9.42,37.47,13.67,2.1,256,2.49,0,0,1,0,0,0,0,0,1.923,3.148,-0.025,120,2831,0.15,0.1321,-0.0526,0.0043,1,0.0,0.021,0.0347,0
207322,17,88.38,97.2,2.105,10.03,26.23,13.59,3.6,153,8.81,0,0,0,0,0,0,1,0,0.905,2.701,-0.596,62,2234,0.5267,0.7773,0.9218,-0.0548,1,0.0,0.4969,0.1786,0
173751,11,80.61,84.83,3.03,7.35,25.0,13.86,2.71,331,4.21,0,0,1,0,0,0,0,0,1.83,3.063,-0.034,111,2970,0.0407,0.2291,0.4264,0.1763,1,0.0,0.0282,0.0432,1
167612,11,82.53,85.95,3.233,11.35,40.51,13.36,2.25,147,3.42,0,0,0,0,0,0,0,0,2.033,3.103,0.13,101,2049,-0.0012,0.0411,0.3047,0.0318,0,0.0,0.0,0.0078,0
43298,3,82.33,82.45,3.749,10.58,31.57,14.15,1.01,48,0.11,0,0,0,0,0,0,0,0,2.549,3.297,0.451,36,2177,0.0724,0.2037,0.0188,-0.043,0,0.0,0.0,0.0237,1
6617,1,89.64,95.38,3.507,13.45,57.12,14.36,1.0,50,5.74,0,0,0,0,0,0,0,0,2.307,3.181,0.326,75,1436,0.0651,0.164,0.2725,0.0377,0,0.0,0.0,0.0276,0
111147,8,83.02,85.29,3.341,8.08,25.0,13.86,2.16,378,2.27,0,0,1,0,0,0,0,0,2.141,3.114,0.227,101,1975,0.1517,0.1625,-0.0456,0.0506,1,0.0,0.0,0.0272,0
237626,20,93.11,97.49,2.341,10.41,46.07,13.25,2.79,157,4.39,0,0,0,0,0,0,0,0,1.141,2.714,-0.374,115,2318,0.0223,0.1612,0.1982,0.1727,0,0.0,0.3114,0.0948,0
273665,19,106.94,119.66,1.171,15.71,71.7,13.17,3.49,174,12.72,1,0,0,1,1,0,1,0,-0.029,2.394,-1.223,93,1977,0.7931,0.8422,0.6125,0.1586,4,0.8333,1.1181,0.4144,1
160069,13,86.98,88.12,2.841,10.89,39.44,13.84,2.3,128,1.15,0,0,0,0,0,0,0,0,1.641,3.015,-0.174,113,2029,0.1235,0.0252,-0.0622,0.1032,0,0.0,0.1452,0.0286,0
146126,13,86.77,96.59,1.881,10.01,41.96,13.75,2.25,309,9.82,0,0,1,0,0,0,0,0,0.681,2.856,-0.975,46,673,0.4414,0.5545,0.2324,-0.0418,1,0.0,0.8125,0.2225,0
87040,8,90.18,95.66,3.142,13.12,47.97,13.09,1.87,254,5.48,0,0,1,0,0,0,0,0,1.942,2.999,0.143,98,2990,0.1443,0.2879,0.4903,0.8919,1,0.0,0.0,0.1156,1
19147,4,94.75,100.22,3.476,11.65,49.06,14.42,1.69,377,5.48,0,0,1,0,0,0,0,0,2.276,2.992,0.484,82,2685,0.082,0.085,0.2291,-0.1104,1,0.0,0.0,0.0109,0
27224,1,84.75,84.71,3.624,9.12,36.28,14.6,1.45,375,-0.04,0,0,1,0,0,0,0,0,2.424,3.311,0.313,85,754,0.2122,0.1623,0.3646,-0.1048,1,0.0,0.0,0.0597,0
64283,7,83.22,86.71,3.043,7.67,27.88,13.96,2.02,415,3.49,0,0,1,0,0,0,0,0,1.843,3.117,-0.074,59,1604,0.0325,0.3992,0.0098,0.1281,1,0.0,0.0619,0.0488,0
113327,7,86.87,93.5,3.141,14.87,51.14,13.72,1.63,138,6.64,0,0,0,0,0,0,0,0,1.941,3.074,0.066,60,775,0.0975,0.1032,0.027,-0.0764,0,0.0,0.0,0.0087,0
17751,4,86.81,91.78,3.074,7.62,25.0,14.33,0.88,245,4.97,0,0,1,0,0,0,0,0,1.874,3.064,0.01,36,3367,-0.0526,0.2428,0.1175,0.1051,1,0.0,0.0,0.0192,0
78801,6,93.56,100.87,3.133,12.78,53.65,13.94,1.84,145,7.31,0,0,0,0,0,0,0,0,1.933,2.957,0.176,61,3493,0.2462,-0.1386,0.328,-0.0793,0,0.0,0.0,0.0401,0
44253,1,83.63,91.32,3.141,8.65,36.51,14.33,1.22,295,7.69,0,0,1,0,0,0,0,0,1.941,3.18,-0.038,34,2347,-0.1653,0.2104,0.0307,-0.0406,1,0.0,0.032,0.0069,0
102204,13,86.79,87.55,3.127,10.05,42.04,13.56,2.16,314,0.76,0,0,1,0,0,0,0,0,1.927,3.037,0.09,73,2162,0.0436,0.0441,0.1803,0.0737,1,0.0,0.0,0.0477,0
283324,19,84.18,88.38,2.804,11.3,34.64,12.96,2.7,105,4.21,0,0,0,0,0,0,0,0,1.604,2.871,-0.067,44,2849,-0.134,-0.326,0.1629,0.2303,0,0.0,0.0559,0.0,1
159879,14,91.66,104.87,2.837,15.33,62.03,13.56,2.81,361,13.21,0,0,1,0,0,0,0,0,1.637,2.751,0.086,44,2937,0.0212,0.011,0.1588,0.171,1,0.0,0.0,0.0373,0
115221,9,98.61,102.55,2.619,16.1,45.49,13.97,1.2,121,3.95,0,0,0,0,0,0,0,0,1.419,2.831,-0.212,53,3553,1.0505,0.1409,0.2447,0.0022,0,0.0304,0.1767,0.0823,1
126192,9,87.01,88.6,3.247,9.91,37.5,13.86,2.32,412,1.59,0,0,1,0,0,0,0,0,2.047,3.078,0.169,76,3334,0.0067,-0.135,0.1991,0.1594,1,0.0,0.0,0.0,0
105574,7,90.83,95.5,3.492,7.41,37.1,13.93,2.1,357,4.67,0,0,1,0,0,0,0,0,2.292,2.978,0.513,74,2695,0.1375,0.2114,0.2013,0.1212,1,0.0,0.0,0.0323,0
45308,3,84.43,87.29,3.403,9.78,39.93,14.02,1.59,7,2.86,0,0,0,0,0,0,0,0,2.203,3.234,0.169,108,2187,-0.0354,0.1231,0.1386,0.1549,0,0.0,0.0,0.0093,0
171694,12,87.9,96.5,2.94,21.04,75.56,13.95,2.49,167,8.6,0,0,0,0,0,0,0,0,1.74,3.012,-0.072,47,1762,-0.0918,0.222,0.3197,0.1917,0,0.0,0.06,0.0353,0
160409,12,92.76,100.16,2.845,7.56,25.0,13.73,1.68,163,7.4,0,0,0,0,0,0,0,0,1.645,2.737,0.108,54,2913,0.1499,0.1923,0.0191,0.1234,0,0.0,0.0,0.0012,0
59475,1,91.55,100.37,3.077,13.95,57.16,14.15,0.8,345,8.82,0,0,1,0,0,0,0,0,1.877,3.081,-0.005,40,1692,0.2237,0.076,-0.1699,0.0625,1,0.0,0.0038,0.0123,0
123954,9,92.46,95.04,3.112,11.89,49.95,13.93,1.71,304,2.58,0,0,1,0,0,0,0,0,1.912,2.999,0.113,55,2374,0.1857,0.0924,-0.1968,0.1484,1,0.0,0.0,0.0,0
124706,6,89.88,95.97,3.366,15.31,63.56,14.25,2.35,21,6.1,0,0,0,0,0,0,0,0,2.166,3.095,0.272,119,1625,0.0738,-0.0092,-0.0731,-0.1368,0,0.0,0.0,0.0251,0
72310,4,85.5,91.74,3.261,14.81,50.81,14.35,1.83,353,6.24,0,0,1,0,0,0,0,0,2.061,3.168,0.092,53,882,0.0796,0.2487,0.0622,-0.0329,1,0.0,0.0,0.0555,0
135479,15,88.89,93.67,2.578,9.58,42.05,13.53,2.47,91,4.78,0,0,0,0,0,0,0,0,1.378,2.875,-0.297,90,2428,-0.0071,0.0479,0.1183,0.1096,0,0.0,0.2474,0.0426,1
202908,11,86.49,93.75,3.113,14.4,56.28,13.58,2.31,155,7.26,0,0,0,0,0,0,0,0,1.913,3.01,0.103,106,3020,0.2431,0.0486,0.2205,0.2061,0,0.0,0.0,0.048,0
142362,13,88.79,92.55,2.573,11.61,45.22,13.4,2.35,71,3.76,0,0,0,0,0,0,0,0,1.373,2.95,-0.377,106,1295,0.1318,0.1572,-0.1663,0.0692,0,0.0,0.314,0.0273,0
220394,15,93.63,99.36,2.268,12.85,52.57,13.4,2.99,66,5.73,0,0,0,0,0,0,0,0,1.068,2.803,-0.535,57,1510,0.034,-0.2476,-0.0792,0.1623,0,0.0,0.4457,0.0393,0
243240,20,93.72,99.97,2.085,14.38,62.0,12.84,3.35,221,6.26,0,0,1,0,0,0,1,0,0.885,2.729,-0.644,95,2543,-0.1239,0.18,0.2126,0.261,2,0.0,0.5366,0.1256,0
233435,17,97.95,97.42,2.445,9.03,43.3,13.45,2.53,35,-0.53,0,0,0,0,0,0,0,0,1.245,2.765,-0.32,60,1846,1.0132,0.1464,0.0067,0.1827,0,0.0,0.2666,0.1325,0
140459,13,91.17,97.65,2.558,10.27,36.06,13.34,2.78,33,6.48,0,0,0,0,0,0,0,0,1.358,2.811,-0.254,100,2359,-0.1532,-0.1588,-0.0491,0.0863,0,0.0,0.2114,0.0,0
234740,18,88.6,93.31,2.213,9.22,32.99,13.41,3.29,330,4.71,0,0,1,0,0,0,1,0,1.013,2.786,-0.573,49,2471,0.1022,0.2839,0.3689,-0.0754,2,0.0,0.4778,0.1192,1
117044,10,84.48,88.76,3.064,13.82,48.31,14.08,1.9,144,4.29,0,0,0,0,0,0,0,0,1.864,3.098,-0.034,84,3627,0.1338,0.0063,-0.055,-0.0824,0,0.0,0.0282,0.0,0
284257,20,97.2,95.6,2.582,8.52,29.71,13.14,3.5,272,-1.6,0,0,1,0,0,0,1,0,1.382,2.687,-0.105,115,3203,1.0151,0.0435,0.2499,0.2373,2,0.0,0.0873,0.079,1
206592,16,93.1,100.16,2.511,9.78,37.1,13.43,3.1,414,7.06,0,0,1,0,0,0,0,0,1.311,2.705,-0.194,74,3186,0.0179,0.2397,-0.1379,0.1735,1,0.0,0.1616,0.0363,0
195478,14,84.59,88.38,2.856,8.26,28.45,13.73,2.69,21,3.79,0,0,0,0,0,0,0,0,1.656,2.946,-0.091,107,3143,-0.039,0.0102,-0.0877,0.0316,0,0.0,0.0755,0.0,0
174308,19,104.42,103.38,2.675,13.57,49.12,13.4,3.01,333,-1.05,0,0,1,1,0,0,0,0,1.475,2.629,0.046,104,2574,0.7163,0.3979,-0.0241,0.1417,2,0.3212,0.0,0.1285,1
132820,11,88.53,96.58,3.045,6.49,31.47,13.99,2.73,46,8.05,0,0,0,0,0,0,0,0,1.845,2.854,0.19,52,3045,-0.0458,0.4019,0.1999,0.0644,0,0.0,0.0,0.0147,0
193685,15,84.08,90.86,2.395,8.08,25.0,13.67,2.49,319,6.78,0,0,1,0,0,0,0,0,1.195,2.863,-0.467,118,3011,0.0296,0.4603,0.0226,0.0753,1,0.0,0.3895,0.0955,0
78314,6,80.78,81.12,3.308,5.06,26.45,14.16,1.39,128,0.33,0,0,0,0,0,0,0,0,2.108,3.243,0.064,102,500,-0.0963,-0.0919,-0.0021,0.0156,0,0.0,0.0,0.0,0
267633,20,88.41,95.42,2.169,9.08,34.0,12.87,3.22,56,7.02,0,0,0,0,0,0,1,0,0.969,2.708,-0.539,36,2643,-0.0053,0.1772,0.256,0.1198,1,0.0,0.449,0.0928,0
150049,13,90.69,98.92,2.716,10.98,35.28,13.82,2.77,96,8.23,0,0,0,0,0,0,0,0,1.516,2.783,-0.067,100,3562,0.0466,0.2288,0.3487,-0.0978,0,0.0,0.0556,0.0258,0
195825,16,84.76,92.01,3.05,14.93,45.52,13.77,3.08,153,7.26,0,0,0,0,0,0,0,0,1.85,2.902,0.149,99,2557,-0.0257,-0.1464,0.0964,0.1806,0,0.0,0.0,0.0,0
152218,10,87.28,91.52,2.866,9.43,39.74,14.01,2.3,306,4.23,0,0,1,0,0,0,0,0,1.666,3.009,-0.142,94,1506,-0.0962,-0.1705,0.1368,0.0009,1,0.0,0.1186,0.0,0
159768,18,82.91,88.61,2.752,11.9,47.18,13.4,2.72,285,5.7,0,0,1,0,0,0,0,0,1.552,2.936,-0.184,47,3014,-0.2495,0.1857,0.5559,0.3908,1,0.0,0.1535,0.096,0
40486,2,88.64,97.94,3.393,10.09,48.31,14.2,1.89,306,9.3,0,0,1,0,0,0,0,0,2.193,3.074,0.319,111,1163,0.2826,-0.0365,0.196,-0.0261,1,0.0,0.0,0.0069,0
29664,3,84.61,92.98,3.658,12.21,52.37,14.2,1.03,9,8.37,0,0,0,0,0,0,0,0,2.458,3.17,0.489,51,2345,0.0268,0.3308,0.171,0.0892,0,0.0,0.0,0.0464,0
110974,11,86.02,90.59,3.143,11.04,25.0,13.91,2.05,409,4.56,0,0,1,0,0,0,0,0,1.943,2.948,0.195,62,2694,-0.0303,0.1466,0.1493,0.0473,1,0.0,0.0,0.0217,0
192824,15,83.85,100.07,1.842,5.55,26.22,13.74,2.69,182,16.22,0,0,1,0,0,0,0,0,0.642,2.683,-0.841,33,4074,0.0911,0.8355,0.638,-0.0779,1,0.0,0.7011,0.1822,1
239153,17,94.36,100.09,1.865,8.82,49.77,13.64,3.53,46,5.73,0,0,0,0,0,0,1,0,0.665,2.737,-0.873,73,3239,0.1686,0.7529,0.7046,0.0142,1,0.0,0.7271,0.2292,0
137293,9,87.24,92.58,2.995,12.4,44.96,13.71,2.04,390,5.33,0,0,1,0,0,0,0,0,1.795,3.028,-0.034,106,2276,0.0808,0.0788,0.021,0.0025,1,0.0,0.0281,0.0209,1
155123,13,89.67,96.89,2.91,14.42,55.68,13.59,2.98,332,7.21,0,0,1,0,0,0,0,0,1.71,2.905,0.005,30,2636,0.0931,0.0162,0.1856,-0.0558,1,0.0,0.0,0.0091,1
167653,12,81.04,83.54,2.823,7.12,25.0,13.48,2.7,34,2.5,0,0,0,0,0,0,0,0,1.623,3.069,-0.246,120,883,0.1679,-0.0449,0.175,0.0494,0,0.0,0.2053,0.027,0
264656,20,88.74,89.27,2.094,10.23,35.35,13.13,3.14,183,0.54,0,0,1,0,0,0,0,0,0.894,2.836,-0.742,47,2086,-0.0216,0.0793,0.4678,0.4215,1,0.0,0.6181,0.1113,1
166890,14,89.46,96.29,2.644,11.37,37.85,13.57,2.44,380,6.83,0,0,1,0,0,0,0,0,1.444,2.826,-0.181,43,1162,0.1099,0.1437,0.0145,0.0874,1,0.0,0.151,0.05,0
94170,9,92.02,95.52,2.891,12.87,44.33,13.88,1.83,286,3.5,0,0,1,0,0,0,0,0,1.691,2.967,-0.076,113,4190,0.2321,0.1294,0.152,0.0198,1,0.0,0.0634,0.0355,0
225239,20,90.44,94.38,2.36,9.58,42.5,13.07,3.58,81,3.94,0,0,0,0,0,0,1,0,1.16,2.762,-0.402,85,1756,-0.1157,0.2651,0.073,0.2011,1,0.0,0.3353,0.062,0
59241,3,90.28,95.3,3.189,10.33,48.57,14.1,1.72,294,5.02,0,0,1,0,0,0,0,0,1.989,3.108,0.08,68,1457,0.1602,0.2105,0.1483,-0.007,1,0.0,0.0,0.0173,0
240924,20,100.32,101.64,1.553,9.36,40.39,13.28,2.97,79,1.32,0,0,0,0,0,0,0,0,0.353,2.609,-1.055,84,2020,1.277,0.7026,0.7608,0.0855,0,0.116,0.8794,0.3137,1
23977,4,94.29,103.62,2.469,14.08,61.21,14.49,1.78,147,9.32,0,0,0,0,0,0,0,0,1.269,2.973,-0.504,51,3178,0.2682,1.3126,0.722,-0.0896,0,0.0,0.4196,0.2101,1
30237,6,94.76,105.03,3.384,17.25,65.68,14.44,1.56,82,10.27,0,0,0,0,0,0,0,0,2.184,2.922,0.462,48,2044,0.016,-0.1309,0.129,-0.047,0,0.0,0.0,0.0,0
227471,17,82.86,90.42,1.685,9.11,26.35,13.72,2.74,291,7.56,0,0,1,0,0,0,0,0,0.485,2.837,-1.152,81,1843,0.3095,0.6546,0.5454,0.141,1,0.0,0.9599,0.2497,0
167960,15,87.11,92.04,2.935,11.29,42.63,13.5,2.42,391,4.92,0,0,1,0,0,0,0,0,1.735,2.91,0.025,36,2176,-0.0397,0.3661,0.1788,0.0213,1,0.0,0.0,0.0532,0
251262,20,87.2,92.39,2.596,13.53,53.17,12.93,3.11,18,5.19,0,0,0,0,0,0,0,0,1.396,2.845,-0.248,46,2672,0.0864,-0.1303,-0.1073,0.2786,0,0.0,0.2069,0.009,0
213493,15,101.08,99.8,2.364,12.1,50.19,13.68,2.08,253,-1.28,0,0,1,0,0,0,0,0,1.164,2.785,-0.421,92,1261,0.9027,0.1445,-0.0231,0.1619,1,0.154,0.3505,0.1546,1
124961,13,92.7,94.98,3.053,8.88,36.29,13.95,2.4,104,2.27,0,0,0,0,0,0,0,0,1.853,2.866,0.187,38,2993,0.2085,0.1016,0.0354,0.0339,0,0.0,0.0,0.0,0
85705,7,91.04,96.62,3.19,10.44,45.57,14.1,1.84,315,5.59,0,0,1,0,0,0,0,0,1.99,2.99,0.201,118,2878,0.0584,0.0649,0.0985,0.0395,1,0.0,0.0,0.0,0
10731,1,81.57,82.84,3.861,7.31,25.0,14.38,1.02,58,1.27,0,0,0,0,0,0,0,0,2.661,3.303,0.558,54,3169,-0.0254,0.0163,-0.058,-0.0114,0,0.0,0.0,0.0017,1
47572,3,88.99,98.74,3.415,11.7,41.73,14.18,1.43,153,9.75,0,0,0,0,0,0,0,0,2.215,3.012,0.403,39,1699,0.1171,0.1188,0.1282,-0.0608,0,0.0,0.0,0.0072,0
106390,6,85.44,88.84,3.15,8.64,25.0,14.19,1.71,86,3.39,0,0,0,0,0,0,0,0,1.95,3.083,0.067,118,2172,0.0934,0.104,0.0033,0.0487,0,0.0,0.0,0.0197,0
7919,1,89.95,94.53,3.442,11.51,49.11,14.53,0.93,366,4.58,0,0,1,0,0,0,0,0,2.242,3.166,0.276,51,2919,0.2146,0.2552,0.3625,-0.0606,1,0.0,0.0,0.0725,0
150177,11,80.52,85.82,3.427,10.43,26.38,13.79,2.12,34,5.3,0,0,0,0,0,0,0,0,2.227,3.049,0.378,102,3363,-0.141,-0.0259,0.1354,0.1592,0,0.0,0.0,0.0,0
222362,16,94.03,101.28,1.568,13.55,44.28,13.24,2.9,244,7.25,0,0,1,0,0,0,0,0,0.368,2.711,-1.143,91,3543,0.2588,1.2938,0.8291,0.1497,1,0.0,0.9527,0.3274,1
236740,20,88.47,95.9,1.351,9.53,46.47,13.04,3.62,50,7.43,0,0,0,0,0,0,1,0,0.151,2.748,-1.397,49,1586,0.3583,0.7663,0.7287,0.1556,1,0.0,1.1643,0.269,1
118603,10,86.99,93.42,3.277,9.65,43.06,13.77,1.83,251,6.43,0,0,1,0,0,0,0,0,2.077,2.984,0.293,83,2176,-0.0142,-0.184,0.1651,0.1568,1,0.0,0.0,0.0,0
228857,18,104.4,104.31,1.569,7.56,33.15,13.59,3.1,322,-0.1,0,0,1,1,0,0,0,0,0.369,2.566,-0.997,119,1977,1.3521,1.3086,0.7359,0.0965,2,0.3202,0.831,0.3861,1
252178,20,94.71,96.88,2.135,12.02,39.05,13.46,3.28,315,2.17,0,0,1,0,0,0,1,0,0.935,2.699,-0.564,120,3212,0.7134,0.5122,0.146,0.0869,2,0.0,0.4698,0.1702,1
233245,18,92.54,93.79,2.665,13.5,58.54,13.11,2.65,14,1.25,0,0,0,0,0,0,0,0,1.465,2.878,-0.213,83,2104,0.0342,0.2895,0.2371,0.4179,0,0.0,0.1779,0.0774,1
137565,10,86.24,92.98,3.204,9.15,36.06,13.45,1.98,324,6.74,0,0,1,0,0,0,0,0,2.004,2.965,0.24,58,2972,-0.1578,0.0932,-0.0926,0.1026,1,0.0,0.0,0.0172,0
60177,7,88.3,92.27,3.319,12.54,42.3,14.27,1.78,124,3.97,0,0,0,0,0,0,0,0,2.119,3.064,0.255,73,1708,0.1073,0.0436,0.2069,0.0783,0,0.0,0.0,0.0112,0
266510,20,96.92,91.69,2.16,9.7,34.2,13.38,3.47,286,-5.23,0,0,1,0,0,0,1,0,0.96,2.783,-0.623,53,763,0.6724,0.0843,0.4404,0.3306,2,0.0,0.5194,0.1647,1
92298,5,91.36,94.37,3.294,12.79,56.29,14.15,1.81,404,3.02,0,0,1,0,0,0,0,0,2.094,3.118,0.176,31,1961,0.1238,0.0867,0.1458,0.0485,1,0.0,0.0,0.0083,1
114620,9,89.14,93.01,3.176,9.73,43.09,13.81,1.79,49,3.87,0,0,0,0,0,0,0,0,1.976,3.012,0.164,57,1782,0.1908,0.0408,0.0216,0.0714,0,0.0,0.0,0.0,0
6497,2,82.06,89.7,3.387,8.06,31.3,14.21,0.89,152,7.64,0,0,0,0,0,0,0,0,2.187,3.171,0.216,98,1497,-0.043,-0.0071,0.1273,0.0787,0,0.0,0.0,0.0,0
190490,16,84.79,92.07,3.05,12.14,42.1,13.67,2.64,364,7.28,0,0,1,0,0,0,0,0,1.85,2.887,0.163,69,1474,0.1027,-0.0656,0.125,0.1141,1,0.0,0.0,0.006,0
161970,13,91.17,99.37,2.843,8.14,38.63,13.76,2.42,59,8.21,0,0,0,0,0,0,0,0,1.643,2.787,0.056,41,915,0.161,-0.0415,-0.2169,0.1091,0,0.0,0.0,0.0014,0
6630,2,93.74,101.17,3.207,15.08,61.5,14.28,1.12,109,7.43,0,0,0,0,0,0,0,0,2.007,3.063,0.144,57,1630,0.0006,0.1649,0.0912,-0.0684,0,0.0,0.0,0.0,0
52125,5,88.65,93.93,3.311,8.27,41.37,14.58,1.26,230,5.28,0,0,1,0,0,0,0,0,2.111,3.067,0.244,111,1489,0.1092,0.3763,0.1971,0.0174,1,0.0,0.0,0.0394,1
110391,12,86.48,85.97,3.24,9.1,25.0,13.5,2.99,418,-0.51,0,0,1,0,0,0,0,0,2.04,3.021,0.22,67,3035,0.1684,-0.0643,0.3548,-0.0663,1,0.0,0.0,0.0217,0
149443,11,87.31,89.82,2.935,10.32,48.98,13.68,2.07,123,2.51,0,0,0,0,0,0,0,0,1.735,3.06,-0.124,50,1653,0.0948,0.0485,0.1252,0.0409,0,0.0,0.1035,0.0269,1
210665,17,86.61,94.74,2.506,13.86,67.01,13.34,2.54,161,8.13,0,0,0,0,0,0,0,0,1.306,2.913,-0.408,93,2350,-0.0567,-0.0889,0.186,0.0594,0,0.0,0.3397,0.0071,1
31652,6,90.86,94.86,3.368,15.28,58.76,14.1,1.34,334,4.0,0,0,1,0,0,0,0,0,2.168,3.098,0.271,116,2442,0.1606,-0.0353,0.0635,0.0421,1,0.0,0.0,0.0131,1
238702,19,81.49,82.72,2.594,6.65,26.56,13.58,3.43,50,1.23,0,0,0,0,0,0,1,0,1.394,2.952,-0.358,32,1564,0.1863,-0.0252,0.1805,0.0467,1,0.0,0.2981,0.0601,0
110766,9,87.85,92.7,3.142,8.64,38.24,14.11,2.26,137,4.85,0,0,0,0,0,0,0,0,1.942,2.999,0.143,84,4235,0.0653,0.0411,0.2768,-0.0161,0,0.0,0.0,0.0248,0
220159,17,92.43,100.46,2.331,11.24,41.57,13.5,3.5,132,8.03,0,0,0,0,0,0,1,0,1.131,2.697,-0.366,85,2732,0.028,0.2345,0.167,0.0336,1,0.0,0.3053,0.0859,0
52266,5,85.62,90.9,3.559,11.04,41.74,13.88,1.34,168,5.28,0,0,0,0,0,0,0,0,2.359,3.129,0.43,114,2446,0.0231,-0.1857,0.3381,0.0182,0,0.0,0.0,0.0254,0
7516,1,86.71,89.54,3.685,14.57,47.33,14.61,1.04,240,2.82,0,0,1,0,0,0,0,0,2.485,3.259,0.427,68,2516,0.0823,0.1022,0.0742,-0.068,1,0.0,0.0,0.0095,0
7077,2,83.29,83.98,3.913,7.91,37.18,14.14,1.54,93,0.69,0,0,0,0,0,0,0,0,2.713,3.309,0.604,76,2077,0.0298,-0.1368,0.1797,-0.0778,0,0.0,0.0,0.0015,0
83570,8,86.0,89.74,3.3,6.55,29.18,13.88,1.57,164,3.75,0,0,0,0,0,0,0,0,2.1,3.042,0.258,77,1562,0.159,0.1018,0.1072,0.0435,0,0.0,0.0,0.0256,0
242295,20,101.94,101.75,1.675,13.29,55.33,13.22,3.87,385,-0.19,0,0,1,0,0,0,1,0,0.475,2.666,-0.992,88,1806,0.7333,1.2519,0.9369,0.1594,2,0.1968,0.8264,0.3439,1
17489,1,81.84,85.13,3.459,9.21,26.27,14.22,1.24,348,3.29,0,0,1,0,0,0,0,0,2.259,3.262,0.197,101,1642,0.2081,0.1592,0.2587,-0.013,1,0.0,0.0,0.0195,0
92726,8,86.62,90.7,3.316,6.25,30.77,13.84,1.64,401,4.07,0,0,1,0,0,0,0,0,2.116,3.029,0.287,61,1684,-0.2656,0.1211,0.0272,-0.0314,1,0.0,0.0,0.0,0
27353,3,91.12,94.54,3.656,7.19,26.18,14.45,0.8,286,3.41,0,0,1,0,0,0,0,0,2.456,3.034,0.622,86,2359,-0.0639,0.204,-0.0083,-0.0175,1,0.0,0.0,0.0385,0
219364,19,94.49,103.31,2.541,13.27,50.57,13.68,3.44,244,8.82,0,0,1,0,0,0,1,0,1.341,2.636,-0.095,63,500,0.0966,0.1788,0.6536,-0.001,2,0.0,0.0789,0.0891,1
235459,14,96.24,98.77,2.336,12.8,43.49,13.64,3.22,89,2.53,0,0,0,0,0,0,1,0,1.136,2.799,-0.462,94,2258,0.8618,0.0288,0.099,0.0009,1,0.0,0.3854,0.1172,1
173932,16,91.84,99.03,3.028,12.37,54.37,13.02,2.76,66,7.19,0,0,0,0,0,0,0,0,1.828,2.797,0.231,97,1971,0.2223,-0.1012,-0.0795,0.2986,0,0.0,0.0,0.0204,0
167957,15,85.77,87.45,3.011,9.77,31.01,13.53,2.69,226,1.68,0,0,1,0,0,0,0,0,1.811,2.955,0.056,120,2465,0.1848,0.0673,-0.0945,0.2256,1,0.0,0.0,0.0193,0
257870,14,83.91,85.82,2.905,6.73,25.0,13.39,2.95,170,1.91,0,0,0,0,0,0,0,0,1.705,2.984,-0.079,88,4230,0.0897,0.0475,0.1686,0.2155,0,0.0,0.0654,0.0229,0
203910,16,90.66,96.68,2.367,8.07,35.79,13.59,3.11,330,6.03,0,0,1,0,0,0,0,0,1.167,2.769,-0.402,104,964,0.1236,0.2197,0.113,0.0591,1,0.0,0.3351,0.0841,0
6088,1,89.17,97.03,3.122,10.95,39.45,14.38,1.47,4,7.87,0,0,0,0,0,0,0,0,1.922,3.077,0.045,112,1088,0.0143,0.2533,0.0027,0.0871,0,0.0,0.0,0.0703,0
240008,18,85.67,88.75,2.864,12.13,44.93,12.97,2.28,374,3.08,0,0,1,0,0,0,0,0,1.664,2.925,-0.061,113,2098,-0.0965,0.1673,0.2874,0.1635,1,0.0,0.0507,0.0244,0
